	title	url	content	summary	author	time	resource	pdf
1458	La ola de protestas llega a Cuba	https://www.cidob.org/en/publications/publication_series/opinion/2021/la_ola_de_protestas_llega_a_cuba		El 11 de julio de 2021 Cuba se vio sacudida por una oleada de protestas que han mostrado la fragilidad de la situación económica y social, y la peor cara autoritaria del régimen. Como en otros países de América Latina, el gobierno de Miguel Díaz-Canel debería responder a las demandas sociales en lugar de seguir cubriéndose con la bandera nacionalista y revolucionaria.	Anna Ayuso, investigadora sénior, CIDOB y Susanne Gratius, investigadora sénior asociada, CIDOB, y profesora en la UAM	07/2021	www.cidob.org	https://www.cidob.org/en/content/download/78638/2514631/version/3/file/679_OPINION_ANNA%20AYUSO%20%26%20SUSANNE%20GRATIUS_CAST.pdf
1459	Why North Africa is slowly decoupling from Europe	https://www.cidob.org/en/publications/publication_series/opinion/2021/why_north_africa_is_slowly_decoupling_from_europe		Akin to a very slow moving of tectonic plates that never produces something as dramatic as a volcanic eruption or a tsunami, North African countries are undergoing a slow process of strengthening their national sovereignty and diversifying their security and economic partners. The Arab revolts of 2011 accelerated a shift which can be traced back to 9/11 and the decision of the European Union and the US to lay the emphasis on security in their relations with southern rim Mediterranean countries. When the West chose to define its relations with these countries as a bed of nails, the only instrument it could use was a hammer. The spirit of the Barcelona Process whose aim was to foster closer economic and cultural links fell victim to what critics viewed as the EU’s obsession with security. 	Francis Ghilès, Senior Associate Researcher, CIDOB	07/2021	www.cidob.org	https://www.cidob.org/en/content/download/78648/2514907/version/4/file/680_OPINION_FRANCIS%20GHILES_ANG.pdf
1460	Geopolítica de la salud: vacunas, gobernanza y cooperación	https://www.cidob.org/en/publications/publication_series/cidob_report/cidob_report/geopolitica_de_la_salud_vacunas_gobernanza_y_cooperacion		CIDOB Report nº 7	Eduard Soler i Lecha, investigador sénior, CIDOB (ed.)	07/2021	www.cidob.org	https://www.cidob.org/en/content/download/78623/2514321/version/24/file/CIDOB%20report%2007.pdf
1461	Tras el Brexit: ¿La adopción de un acuerdo de libre movilidad de personas entre España y Reino Unido como modo de gestión de las migraciones?	https://www.cidob.org/en/publications/publication_series/documents_cidob/tras_el_brexit_la_adopcion_de_un_acuerdo_de_libre_movilidad_de_personas_entre_espana_y_reino_unido_como_modo_de_gestion_de_las_migraciones		Documents CIDOB: 12	Diego Acosta, catedrático de Derecho Europeo y de Migraciones, University of Bristol (Reino Unido). Con la colaboración de Ashleigh Guest, Ignacio Odriozola y Sophia Soares.	07/2021	www.cidob.org	https://www.cidob.org/en/content/download/78624/2514136/version/19/file/DOCUMENTS%20CIDOB_12_DIEGO%20ACOSTA.pdf
1462	A whole-of-community approach to study post-2014 migrants’ integration in small and medium-sized towns and rural areas State of the art, concepts, theory and methodology	https://www.cidob.org/en/publications/publication_series/project_papers/whole_comm/a_whole_of_community_approach_to_study_post_2014_migrants_integration_in_small_and_medium_sized_towns_and_rural_areas_state_of_the_art_concepts_theory_and_methodology		Working Paper No. 1	Tiziana Caponio;  Andrea Pettrachin 	07/2021	www.cidob.org	https://www.cidob.org/en/content/download/80619/2595766/version/3/file/Whole%20Comm.%20Working%20Paper%201.%20A%20whole%20of%20community%20approach%20to%20study%20post%202014%20migrants%20integration%20in%20small%20and%20medium%20sized%20towns%20and%20rural%20areas.pdf
1463	Serbia y la UE: una aproximación asintótica	https://www.cidob.org/en/publications/publication_series/opinion/2021/serbia_y_la_ue_una_aproximacion_asintotica		El lento camino de Serbia hacia la Unión Europea ilustra las dificultades en el proceso de integración europea de los Balcanes Occidentales. Mientras prosiguen las negociaciones de adhesión entre la Unión y el mayor país de la región, la distancia efectiva que los separa parece mantenerse invariable.	Josep M. Lloveras, exembajador de la UE en Serbia y Montenegro e investigador sénior asociado, CIDOB	07/2021	www.cidob.org	https://www.cidob.org/en/content/download/78563/2513608/version/5/file/678_OPINION_JOSEP%20M%C2%AA%20LLOVERAS_CAST.pdf
1464	A moment to reflect: Creating Euro-Mediterranean bonds that deliver	https://www.cidob.org/en/publications/publication_series/project_papers/euro_mediterranean_bonds/a_moment_to_reflect_creating_euro_mediterranean_bonds_that_deliver		Editors: Haizam Amirah-Fernández, Carmen Descamps and Eduard Soler i Lecha.	Haizam Amirah-Fernández, Carmen Descamps and Eduard Soler i Lecha (Eds.)	07/2021	www.cidob.org	https://www.cidob.org/en/content/download/78531/2511107/version/8/file/Publication_Creating%20Euro-Mediterranean%20bonds%20that%20deliver_digital.pdf
1465	Climate, conflict and COVID-19 How does the pandemic affect EU policies on climate-fragility? 	https://www.cidob.org/en/publications/publication_series/project_papers/cascades/climate_conflict_and_covid_19_how_does_the_pandemic_affect_eu_policies_on_climate_fragility		CASCADES Policy Paper July 2021	Susanne Wolfmaier, Adrian Foong and Christian König 	07/2021	www.cidob.org	https://www.cidob.org/en/content/download/81049/2610369/version/2/file/Policy%20Paper%202021.%20Climate%2C%20conflict%20and%20COVID-19.%20How%20does%20the%20pandemic%20affect%20EU%20policies%20on%20climate-fragility.pdf
1466	Differentiated Integration as a Conscious Policy Choice: The Way Forward	https://www.cidob.org/en/publications/publication_series/project_papers/eu_idea/differentiated_integration_as_a_conscious_policy_choice_the_way_forward		EU-IDEA Policy Paper nº17 (2021)	Vittoria Meissner and Funda Tekin	09/2021	www.cidob.org	https://www.cidob.org/en/content/download/80861/2604011/version/2/file/PP.%20No.%2017.%20Differentiated%20Integration%20as%20a%20Conscious%20Policy%20Choice.%20The%20Way%20Forward.pdf
1467	The root cause of ‘Western’ failure in Afghanistan	https://www.cidob.org/en/publications/publication_series/opinion/2021/the_root_cause_of_western_failure_in_afghanistan		A better understanding of tribal cultures and strategic theories based on them might have prevented errors in Afghanistan and better explained the Taliban victory than do simplistic identifications of Islam, rather than tribalism and nationalism, as the agglutinating force that drives them. From a Eurasian point of view, economic integration is a more effective motor of long-term political change than short-term policies of military intervention or sanctions.	Seán Golden, Associate Senior Researcher, CIDOB	09/2021	www.cidob.org	https://www.cidob.org/en/content/download/78856/2520944/version/6/file/687_OPINION_SE%C3%81N%20GOLDEN_ANG.pdf
1468	Taliban dilemmas	https://www.cidob.org/en/publications/publication_series/opinion/2021/taliban_dilemmas		The Taliban’s swift takeover of Afghanistan in recent weeks is partly the result of a strategy based on conceding significant local autonomy to the different factions within the movement. Governing the country effectively will prove far more difficult. The Taliban now face a series of challenging dilemmas. 	Juan Garrigues, Deputy Director, Dialogue Advisory Group and Associate Senior Researcher, CIDOB	08/2021	www.cidob.org	https://www.cidob.org/en/content/download/78796/2519388/version/13/file/686_OPINION_JUAN%20GARRIGUES_ANG.pdf
1469	Social Policies and Institutional Reform in Post-COVID Cuba	https://www.cidob.org/en/publications/publication_series/project_papers/foro_europa_cuba_jean_monet_network/social_policies_and_institutional_reform_in_post_covid_cuba		eISBN:	Prof. Dr. Bert Hoffmann, Lead Researcher at the German Institute of Global and Area Studies (GIGA), Hamburg, and Professor for Political Science at Freire Universität Berlin	08/2021	www.cidob.org	https://www.cidob.org/en/content/download/78985/2619864/version/4/file/Monografia%20Cuba_Social%20policies%20and%20institutional%20reform.pdf
1470	The Digital Services Act and Tourist Rentals: A Challenge or an Opportunity for Cities?	https://www.cidob.org/en/publications/publication_series/opinion/2021/the_digital_services_act_and_tourist_rentals_a_challenge_or_an_opportunity_for_cities		The European Union is presently considering the proposal for a new digital services law (Digital Services Act, DSA), which was presented last December by the Von der Leyen Commission. Meanwhile, several European cities are assessing whether this future regulation will have a positive or negative effect on their ability to regulate and/or control tourism.	Yolanda Martínez, Lawyer and lecturer in International Public Law at the University of Barcelona	07/2021	www.cidob.org	https://www.cidob.org/en/content/download/78776/2519038/version/5/file/685_OPINION_YOLANDA%20MART%C3%8DNEZ_ANG.pdf
1471	La Xina, la nova potència	https://www.cidob.org/en/publications/publication_series/opinion/2021/la_xina_la_nova_potencia		L’exhibició de poder militar i polític que va presidir els actes del centenari de la fundació del Partit Comunista Xinès a la plaça de Tiananmen de Beijing és el reflex de l’evolució de la segona potència econòmica (si no la primera) i militar del món sota el lideratge de Xi Jinping. El creixement econòmic, basat en les exportacions i en la iniciativa del Cinturó i la Ruta de la Seda, que incorpora a l’esfera d’influència econòmica xinesa molts països asiàtics, africans i llatinoamericans (sobretot si tenen hidrocarburs) sense qüestionar les seves polítiques internes, i que ha reforçat amb el subministrament de les vacunes xineses contra la Covid-19, i l’orgull nacionalista xinès (han), són els pilars del poder de Xi Jinping.	Antoni Segura i Mas, president, CIDOB	07/2021	www.cidob.org	https://www.cidob.org/en/content/download/78762/2518386/version/1/file/684_OPINION_ANTONI%20SEGURA%20I%20MAS_CAT.pdf
1472	Kais Saied gives Tunisian democracy a second chance	https://www.cidob.org/en/publications/publication_series/opinion/2021/kais_saied_gives_tunisian_democracy_a_second_chance		The bold move by Tunisia’s president, Kais Saied, to dismiss the government and Freeze parliament, on Sunday 25th of July, is the biggest challenge this fledgling democracy is facing since the 2011 revolution. The Tunisian army has backed the president´s bold move as it also helped facilitate the departure of Ben Ali ten years ago.	Francis Ghilès, Senior Associate Researcher, CIDOB	07/2021	www.cidob.org	https://www.cidob.org/en/content/download/78757/2518053/version/9/file/682_OPINION_FRANCIS%20GHILES_ANG.pdf
1473	Brexit is unravelling the peace process in Northern Ireland	https://www.cidob.org/en/publications/publication_series/opinion/2021/brexit_is_unravelling_the_peace_process_in_northern_ireland		The Northern Ireland Protocol to avoid a Brexit border on Ireland by aligning Northern Irish and EU norms was a prior condition for a UK-EU Free Trade Agreement. Time is running out for the UK to comply with its Protocol treaty obligations. Time is running out for Brexit to demonstrate its supposed worth. Peace in Northern Ireland could become collateral damage.	Seán Golden, Associate Senior Researcher, CIDOB	07/2021	www.cidob.org	https://www.cidob.org/en/content/download/78761/2518275/version/3/file/683_OPINION_SE%C3%81N%20GOLDEN_ANG.pdf
1474	EU Differentiation in Border, Asylum and Police Cooperation: Drivers, Effectiveness and Crisis	https://www.cidob.org/en/publications/publication_series/project_papers/eu_idea/eu_differentiation_in_border_asylum_and_police_cooperation_drivers_effectiveness_and_crisis		EU-IDEA Research Paper nº 11 (2021)	Emmanuel Comte, Senior Research Fellow, CIDOB and Sandra Lavenex, Professor of European and International Politics at the University of Geneva	07/2021	www.cidob.org	https://www.cidob.org/en/content/download/78864/2521255/version/4/file/Research%20Paper.%20No.%2011.pdf
1475	Spain and the Maghreb: neighbourhood, nearshoring and the post-pandemic	https://www.cidob.org/en/publications/publication_series/notes_internacionals/253/spain_and_the_maghreb_neighbourhood_nearshoring_and_the_post_pandemic		 	Eduard Soler i Lecha, Senior Research Fellow, CIDOB and Martina Valls, Research Assistant, CIDOB. 	07/2021	www.cidob.org	https://www.cidob.org/en/content/download/78750/2518016/version/17/file/253_EDUARD%20SOLER%20I%20LECHA%20%26%20MARTINA%20VALLS_ANG.pdf
1476	From market good to social right? Shifting approaches to housing in Europe	https://www.cidob.org/en/publications/publication_series/cidob_policy_brief/from_market_good_to_social_right_shifting_approaches_to_housing_in_europe		1.  	Carlos Delclós  Postdoctoral researcher, Institut de Govern i Polítiques Públiques (IGOP-UAB),  Associate Researcher, CIDOB	09/2021	www.cidob.org	https://www.cidob.org/en/content/download/79019/2525203/version/9/file/30_CIDOB%20BRIEFINGS_ANG.pdf
1477	Turkey and the European Union:  a difficult but critical relationship	https://www.cidob.org/en/publications/publication_series/notes_internacionals/256/turkey_and_the_european_union_a_difficult_but_critical_relationship		 	Manuel de la Cámara, Ambassador of Spain	09/2021	www.cidob.org	https://www.cidob.org/en/content/download/78976/2523764/version/5/file/256_MANUEL%20DE%20LA%20C%C3%81MARA_ANG.pdf
1478	Del gris al verde: hacia un cambio de paradigma en la movilidad urbana	https://www.cidob.org/en/publications/publication_series/opinion/2021/del_gris_al_verde_hacia_un_cambio_de_paradigma_en_la_movilidad_urbana		La movilidad es una de las piezas esenciales del gran engranaje de cambio que requieren la recuperación de la crisis del COVID-19 y el nuevo modelo de desarrollo que permita hacer frente al cambio climático. Durante la pandemia medidas de urbanismo táctico, que fomentan la transición a ciudades bajas en carbono, fueron implementadas en un tiempo récord para crear un transporte seguro y socialmente distanciado. Pero para que las ciudades puedan cumplir con los nuevos objetivos climáticos de la Unión Europea para 2030 y 2050, hay que integrar dichas medidas en la planificación de la movilidad urbana a más largo plazo. Cooperación público-privada, flexibilidad, transición energética, innovación e impacto social serán los elementos por donde van a ir los requerimientos básicos para estructurar la nueva movilidad sostenible.	Hannah Abdullah, investigadora sénior del Programa Ciudades Globales, CIDOB y Eloi Serrano, director de la Cátedra de Economía Social Tecnocampus, Universidad Pompeu Fabra, e investigador asociado, CIDOB	09/2021	www.cidob.org	https://www.cidob.org/en/content/download/79008/2524845/version/36/file/690_OPINION_HANNAH%20ABDULLAH%20%26%20ELOI%20SERRANO_CAST.pdf
1479	The Internal Contestation of EU  Foreign and Security  Policy	https://www.cidob.org/en/publications/publication_series/project_papers/joint/the_internal_contestation_of_eu_foreign_and_security_policy		JOINT Research Papers No. 1 (September 2021)	Marianna Lovato; Contributing authors: Gregor Walter-Drop, Gergana Noutcheva  and Hylke Dijkstra	09/2021	www.cidob.org	https://www.cidob.org/en/content/download/79242/2564322/version/2/file/joint_rp_1.%20The%20Internal%20contestation%20of%20EU%20Foreign%20and%20Security%20Policy.pdf
1480	Differentiated EUrope 2035: Elaboration and Evaluation of Five Potential Scenarios	https://www.cidob.org/en/publications/publication_series/project_papers/eu_idea/differentiated_europe_2035_elaboration_and_evaluation_of_five_potential_scenarios		EU-IDEA Policy Paper nº16 (2021)	Janis A. Emmanouilidis	09/2021	www.cidob.org	https://www.cidob.org/en/content/download/80858/2603826/version/3/file/PP.%20No.%2016.%20Differentiated%20EUrope%202035.%20Elaboration%20and%20Evaluation.pdf
1481	The Next Generation EU: Opportunity and risk	https://www.cidob.org/en/publications/publication_series/notes_internacionals/255/the_next_generation_eu_opportunity_and_risk		The euro and the convergence dream	Josep Mª Lloveras Soler, Associate Senior Researcher, CIDOB	09/2021	www.cidob.org	https://www.cidob.org/en/content/download/78955/2523358/version/8/file/255_JOSEP%20M%C2%AA%20LLOVERAS%20SOLER_ANG.pdf
1482	Regulation of tourist rental platforms and post-pandemic strategies to reintroduce tourist apartments into the housing market	https://www.cidob.org/en/publications/publication_series/cidob_policy_brief/regulation_of_tourist_rental_platforms_and_post_pandemic_strategies_to_reintroduce_tourist_apartments_into_the_housing_market		identifies these measures and brings together the different local strategies for regulating short-term rentals. It also examines the main elements of the new European Union regulatory framework, the Digital Services Act, which could contribute towards better regulation and management of this sector.	Mariona Segú  Researcher at the Institut National d’Études Demographiques (Ined), France  and Carles Mascarell  Political scientist, former advisor to the Council of European Municipalities and Regions (CEMR	09/2021	www.cidob.org	https://www.cidob.org/en/content/download/78533/2523560/version/8/file/29_CIDOB%20BRIEFINGS_ANG.pdf
1483	“Fit for 55”: Dead on the debate floor	https://www.cidob.org/en/publications/publication_series/opinion/2021/fit_for_55_dead_on_the_debate_floor		Achieving a 55% reduction in emissions by 2030 is the goal of the European Union’s  	Marc Ibáñez Díaz, Research Assistant, CIDOB	09/2021	www.cidob.org	https://www.cidob.org/en/content/download/78919/2522676/version/6/file/689_OPINION_MARC%20IB%C3%81%C3%91EZ%20D%C3%8DAZ_ANG.pdf
1484	Elecciones en Alemania: ¿que todo cambie para que todo siga igual?	https://www.cidob.org/en/publications/publication_series/opinion/2021/elecciones_en_alemania_que_todo_cambie_para_que_todo_siga_igual		Pocas elecciones son capaces de despertar más interés en la Unión Europea que las que suceden en el país germano; pues es sabido que la UE se mueve, generalmente, al ritmo que marca Alemania. Pero estas elecciones se adivinan aún más trascendentales si se le añade que la canciller en activo no se presenta voluntariamente a su reelección por primera vez desde la Segunda Guerra Mundial. Además, la sucesión de Angela Merkel coincide con una pandemia mundial, con tres posibles candidatos con opciones de optar a la cancillería, y cinco hipotéticas combinaciones de partidos para la formación de gobierno. Sin embargo, ante la disyuntiva de continuidad o cambio, ¿qué impacto tendrá en la política europea el posible sucesor o sucesora de Angela Merkel?	Héctor Sánchez Margalef, investigador, CIDOB	09/2021	www.cidob.org	https://www.cidob.org/en/content/download/78918/2522565/version/8/file/688_OPINION_H%C3%89CTOR%20S%C3%81NCHEZ%20MARGALEF_CAST.pdf
1485	20 years on from 9/11: War impossible, peace improbable	https://www.cidob.org/en/publications/publication_series/notes_internacionals/254/20_years_on_from_9_11_war_impossible_peace_improbable		 	Moussa Bourekba (coord.), Ana Ballesteros, Pol Bargués, Carme Colomina and Eduard Soler i Lecha	09/2021	www.cidob.org	https://www.cidob.org/en/content/download/78908/2522344/version/32/file/254_MOUSSA%20BOUREKBA_ANG.pdf
1486	Ley europea de chips: estrategia y diplomacia	https://www.cidob.org/en/publications/publication_series/opinion/2021/ley_europea_de_chips_estrategia_y_diplomacia		La escasez de semiconductores tiene paralizadas industrias clave para la economía europea como lo automovilística. Más allá del daño económico, esta falta de chips a nivel global evidencia una tendencia clara en las relaciones internacionales: la competición tecnológica obliga a los actores a repensar las cadenas de suministro, y a actualizar sus listas de sectores críticos. La nueva Ley de Chips Europea anunciada en el discurso sobre el estado de la Unión que Ursula Von der Leyen pronunció el 16 de septiembre manifiesta la necesidad de movilizar más recursos para lograr la seguridad económica y de suministros europea. Sin embargo, la visión estratégica y la diplomacia deberían tener un papel clave en lograr que la UE alcance sus objetivos.	Andrea G. Rodríguez, investigadora, CIDOB y Marta Caballero, asistente de investigación, CIDOB	10/2021	www.cidob.org	https://www.cidob.org/en/content/download/79213/2563304/version/12/file/691_OPINION_ANDREA%20G.%20RODR%C3%8DGUEZ%20%26%20MARTA%20CABALLERO_CAST.pdf
1487	Conceptualising the  Multi-Actor Character  of EU(rope)’s Foreign  Policy	https://www.cidob.org/en/publications/publication_series/project_papers/joint/conceptualising_the_multi_actor_character_of_eu_rope_s_foreign_policy		JOINT Research Papers No. 2 (October 2021)	Pernille Rieker and  Mathilde Tomine Eriksdatter Giske	10/2021	www.cidob.org	https://www.cidob.org/en/content/download/79243/2564359/version/1/file/joint_rp_2%20Conceptualising%20the%20multi%20actor%20character%20of%20EU%20%28rope%29%27s%20Foreign%20Policy.pdf
1488	International trade and economic resilience strategies: a view from Barcelona	https://www.cidob.org/en/publications/publication_series/cidob_policy_brief/international_trade_and_economic_resilience_strategies_a_view_from_barcelona		Oriol Illa	Patricia García-Durán Huet, Associate Professor of International Economic Organization at the UB; Associate Researcher, CIDOB and Marc Ibáñez Díaz, MA in Global Affairs, Yale University; Research Assistant, CIDOB 	10/2021	www.cidob.org	https://www.cidob.org/en/content/download/79211/2564754/version/8/file/31_CIDOB%20BRIEFINGS_ANG.pdf
1489	City-led science diplomacy: Building urban sustainability and resilience at the science-policy interface	https://www.cidob.org/en/publications/publication_series/notes_internacionals/258/city_led_science_diplomacy_building_urban_sustainability_and_resilience_at_the_science_policy_interface		Science diplomacy as a tool for global governance	Hannah Abdullah, Senior Research Fellow, CIDOB and  Alexis Roig, CEO, SciTech DiploHub and  Associate Researcher, CIDOB	10/2021	www.cidob.org	https://www.cidob.org/en/content/download/79184/2562496/version/26/file/258_HANNAH%20ABDULLAH%20%26%20ALEXIS%20ROIG_ANG.pdf
1490	Anuario Internacional CIDOB 2021 	https://www.cidob.org/en/publications/publication_series/cidob_international_yearbook/anuario_internacional_cidob_20212		NUEVAS TECONOLOGÍAS DISRUPTIVAS: ¿RIESGO U OPORTUNIDAD?	Francesc Fàbregues y Oriol Farrés (coords.)	10/2021	www.cidob.org	https://www.cidob.org/en/content/download/79180/2562441/version/7/file/ANUARI%20CIDOB%202021.pdf
1491	Europe’s patchwork of refugee integration policies	https://www.cidob.org/en/publications/publication_series/project_papers/niem/europe_s_patchwork_of_refugee_integration_policies		NIEM  Policy Brief	Sinem Yilmaz	09/2021	www.cidob.org	https://www.cidob.org/en/content/download/79116/2560453/version/1/file/NIEM%20Policy%20Brief.%20Europes%20patchwork%20of%20refugee%20integration%20policies.pdf
1492	Preventing violent extremism in Europe: approaches, methods and strategies	https://www.cidob.org/en/publications/publication_series/revista_cidob_d_afers_internacionals/preventing_violent_extremism_in_europe_approaches_methods_and_strategies		Book reviews (subjects)	Moussa Bourekba, Researcher, CIDOB; Diego Muro, Senior Lecturer in International Relations, University of St Andrews (coords.)	09/2021	www.cidob.org	https://www.cidob.org/en/content/download/79161/2561567/version/27/file/Afers%20Internacionals%20128.pdf
1493	Ambitious and inclusive transitions in cities: bridging green and digital agendas 	https://www.cidob.org/en/publications/publication_series/notes_internacionals/257/ambitious_and_inclusive_transitions_in_cities_bridging_green_and_digital_agendas		Connecting the climate and digital transitions	Johanna Lehne, Senior Policy Advisor, E3G,  Simon Skillings, Senior Associate, E3G  and Eleonora Moro, Researcher, E3G	09/2021	www.cidob.org	https://www.cidob.org/en/content/download/79030/2525421/version/21/file/257_JOHANNA%20LEHNE%2C%20SIMON%20SKILLINGS%20%26%20ELEONORA%20MORO_ANG.pdf
1494	Escalating rivalry between Algeria and Morocco closes the Maghreb-Europe pipeline	https://www.cidob.org/en/publications/publication_series/notes_internacionals/260/escalating_rivalry_between_algeria_and_morocco_closes_the_maghreb_europe_pipeline		Mistrust between Algeria and Morocco runs deep	Francis Ghilès, Associate Senior Researcher, CIDOB	11/2021	www.cidob.org	https://www.cidob.org/en/content/download/79519/2568468/version/11/file/260_FRANCIS%20GHIL%C3%88S_ANG.pdf
1495	AI ethics in policy and action: city governance of algorithmic decision systems	https://www.cidob.org/en/publications/publication_series/cidob_policy_brief/ai_ethics_in_policy_and_action_city_governance_of_algorithmic_decision_systems		1.   	Andrea G. Rodríguez, Researcher, CIDOB	11/2021	www.cidob.org	https://www.cidob.org/en/content/download/79500/2567957/version/9/file/33_CIDOB%20BRIEFINGS_ANG.pdf
1496	L’estat de la Unió Europea: crisi i reforma	https://www.cidob.org/en/publications/publication_series/documents_cidob/l_estat_de_la_unio_europea_crisi_i_reforma		Documents CIDOB: 13	Pol Morillas, director, CIDOB	10/2021	www.cidob.org	https://www.cidob.org/en/content/download/79610/2570165/version/9/file/DOCUMENTS%20CIDOB_13_POL%20MORILLAS.pdf
1497	“Generation rent” in the wake of the pandemic 	https://www.cidob.org/en/publications/publication_series/notes_internacionals/259/generation_rent_in_the_wake_of_the_pandemic		 	Lorenzo Vidal, Postdoctoral Researcher, Institute for Housing and Urban Research, Uppsala University; Associate Researcher, CIDOB	10/2021	www.cidob.org	https://www.cidob.org/en/content/download/79413/2566737/version/23/file/259_LORENZO%20VIDAL_ANG.pdf
1498	From Storytelling to Action: Visions and Proposals from European Citizens	https://www.cidob.org/en/publications/publication_series/cidob_policy_brief/from_storytelling_to_action_visions_and_proposals_from_european_citizens		Within the framework of the FACTS project	Carme Colomina, Research Fellow, CIDOB  and Héctor Sánchez Margalef, Researcher, CIDOB	10/2021	www.cidob.org	https://www.cidob.org/en/content/download/79404/2566644/version/13/file/32_CIDOB%20BRIEFINGS_ANG.pdf
1499	Estado de excepción en Ecuador: crisis de seguridad interna y amenaza regional	https://www.cidob.org/en/publications/publication_series/opinion/2021/estado_de_excepcion_en_ecuador_crisis_de_seguridad_interna_y_amenaza_regional		El aumento de los actuales niveles de violencia e inseguridad en Ecuador ha provocado la respuesta clásica de muchos gobiernos latinoamericanos: el despliegue del Ejército. Sin embargo, repetir medidas que se han demostrado ineficientes no resolverá la actual crisis de seguridad. Afrontar la amenaza que el crimen organizado y otros grupos violentos suponen para Ecuador implica necesariamente la participación de otras políticas más allá de las securitizadoras.	Sergio Maydeu-Olivares, investigador asociado, CIDOB	10/2021	www.cidob.org	https://www.cidob.org/en/content/download/79315/2571457/version/3/file/693_OPINION_SERGIO%20MAYDEU-OLIVARES_CAST.pdf
1500	Afganistán, AUKUS y la autonomía estratégica europea	https://www.cidob.org/en/publications/publication_series/opinion/2021/afganistan_aukus_y_la_autonomia_estrategica_europea		Durante demasiado tiempo, la ausencia de amenazas directas ha llevado a la UE a arrastrar los pies en el desarrollo de sus capacidades. El acuerdo entre Estados Unidos, Australia y Reino Unido, AUKUS, interpela directamente a la UE y, tras ella a Francia, a la hora de desarrollar una mayor autonomía estratégica y construir una Europa que hable el lenguaje del poder.	Pol Morillas, director, CIDOB	10/2021	www.cidob.org	https://www.cidob.org/en/content/download/79270/2564865/version/5/file/692_OPINION_POL%20MORILLAS_CAST.pdf
1501	Afghanistan, AUKUS  and European Strategic  Autonomy	https://www.cidob.org/en/publications/publication_series/project_papers/joint/afghanistan_aukus_and_european_strategic_autonomy		JOINT Policy Brief nº. 4 (October 2021)	Pol Morillas, Director, CIDOB 	10/2021	www.cidob.org	https://www.cidob.org/en/content/download/79241/2564211/version/9/file/JOINT%20Brief%204.pdf
1502	Climate Change and Violent Extremism in North Africa	https://www.cidob.org/en/publications/publication_series/project_papers/cascades/climate_change_and_violent_extremism_in_north_africa		CASCADES Case Study - October 2021	Moussa Bourekba, Researcher, CIDOB	10/2021	www.cidob.org	https://www.cidob.org/en/content/download/79212/2563193/version/1/file/Violent%20extremism%20and%20climate%20change%20in%20North%20Africa%20-%20Oct%202021.pdf
1503	Identity and Transitional  Justice in the Horn of  Africa and Libya	https://www.cidob.org/en/publications/publication_series/project_papers/joint/identity_and_transitional_justice_in_the_horn_of_africa_and_libya		JOINT Policy Brief nº. 3 (October 2021)	Jesutimilehin O. Akamo,  Researcher at the Africa Peace and Security  Programme (APSP), Institute for Peace and Security  Studies (IPSS), Addis Ababa University	10/2021	www.cidob.org	https://www.cidob.org/en/content/download/79239/2564154/version/1/file/JOINT%20BRIEF%203.pdf
1504	European Reactions to AUKUS and Implications for EU Strategic Autonomy	https://www.cidob.org/en/publications/publication_series/project_papers/joint/european_reactions_to_aukus_and_implications_for_eu_strategic_autonomy		JOINT Brief nº. 5 (November 2021)	Marta Marafona, MSc in European Studies and Research Assistant H2020 Project at Maastricht University	11/2021	www.cidob.org	https://www.cidob.org/en/content/download/81054/2610554/version/3/file/JOINT_Brief_5.pdf
1505	Sustainable Reintegration Post-Exit	https://www.cidob.org/en/publications/publication_series/project_papers/admigov/sustainable_reintegration_post_exit		Policy Brief, November 2021	Anja van Heelsum	11/2021	www.cidob.org	https://www.cidob.org/en/content/download/80947/2606480/version/2/file/Policy%20Brief%202021.%20Sustainable%20reintegration%20Post%20-%20Exit.pdf
1506	Veinte años de intervención internacional en Afganistán: contradicciones y lecciones aprendidas 	https://www.cidob.org/en/publications/publication_series/notes_internacionals/262/veinte_anos_de_intervencion_internacional_en_afganistan_contradicciones_y_lecciones_aprendidas		Referencias bibliográficas	Pol Bargués, investigador principal, CIDOB	11/2021	www.cidob.org	https://www.cidob.org/en/content/download/79709/2571691/version/11/file/262_POL%20BARGU%C3%89S_CAST.pdf
1507	Migration as coercion	https://www.cidob.org/en/publications/publication_series/opinion/2021/migration_as_coercion		The Belarusian regime has orchestrated the arrival of thousands of refugees at the borders of Poland, Latvia and Lithuania. It is not the first time one of the European Union’s neighbours has used migration as a weapon of political warfare. What these states seek in return is one question, but we must also ask how the European Union has managed to bring this on itself by creating external dependency in its border control and by giving in to its fears.	Blanca Garcés Mascareñas, Senior Research Fellow, CIDOB	11/2021	www.cidob.org	https://www.cidob.org/en/content/download/79706/2571383/version/12/file/694_OPINION_BLANCA%20GARC%C3%89S%20MASCARE%C3%91AS_ANG.pdf
1508	Climate Resilience in Cities of the EU’s Southern Neighbourhood. Opportunities for the EU Green Deal	https://www.cidob.org/en/publications/publication_series/project_papers/cascades/climate_resilience_in_cities_of_the_eu_s_southern_neighbourhood_opportunities_for_the_eu_green_deal		CASCADES Publication 2021	Hannah Abdullah, Karim Elgendy and Hanne Knaepen	11/2021	www.cidob.org	https://www.cidob.org/en/content/download/79665/2570732/version/16/file/CASCADES%20Climate%20Resilience%20in%20Cities%20Abdullah%20Elgendy%20Knaepen.pdf
